class,x1-x0,y1-y0,z1-z0,x2-x1,y2-y1,z2-z1,x3-x2,y3-y2,z3-z2,x4-x3,y4-y3,z4-z3,x5-x4,y5-y4,z5-z4,x6-x5,y6-y5,z6-z5,x7-x6,y7-y6,z7-z6,x8-x7,y8-y7,z8-z7,x9-x8,y9-y8,z9-z8,x10-x9,y10-y9,z10-z9,x11-x10,y11-y10,z11-z10,x12-x11,y12-y11,z12-z11,x13-x12,y13-y12,z13-z12,x14-x13,y14-y13,z14-z13,x15-x14,y15-y14,z15-z14,x16-x15,y16-y15,z16-z15,x17-x16,y17-y16,z17-z16,x18-x17,y18-y17,z18-z17,x19-x18,y19-y18,z19-z18,x20-x19,y20-y19,z20-z19,x21-x20,y21-y20,z21-z20,x22-x21,y22-y21,z22-z21,x23-x22,y23-y22,z23-z22,x24-x23,y24-y23,z24-z23,x25-x24,y25-y24,z25-z24,x26-x25,y26-y25,z26-z25,x27-x26,y27-y26,z27-z26,x28-x27,y28-y27,z28-z27,x29-x28,y29-y28,z29-z28,x30-x29,y30-y29,z30-z29,x31-x30,y31-y30,z31-z30,x32-x31,y32-y31,z32-z31,x33-x32,y33-y32,z33-z32,x34-x33,y34-y33,z34-z33,x35-x34,y35-y34,z35-z34,minx,miny,mine,maxx,maxy,maxe
2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.0,1,1.0
2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.0,1,1.0
2,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1,1.0
2,0,1,1.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1,1.0
2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.0,1,1.0
2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.0,1,1.0
2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.0,1,1.0
2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.0,1,1.0
2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.0,1,1.0
2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.0,1,1.0
2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.0,1,1.0
2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.0,1,1.0
2,1,2,2.23606797749979,2,2,2.8284271247461903,1,1,1.4142135623730951,2,1,2.23606797749979,1,1,1.4142135623730951,1,0,1.0,1,1,1.4142135623730951,1,0,1.0,1,0,1.0,2,0,2.0,1,-1,1.4142135623730951,1,0,1.0,2,-1,2.23606797749979,2,-1,2.23606797749979,1,-1,1.4142135623730951,1,-1,1.4142135623730951,2,-1,2.23606797749979,1,-1,1.4142135623730951,1,-2,2.23606797749979,1,-1,1.4142135623730951,0,-1,1.0,1,-1,1.4142135623730951,1,-1,1.4142135623730951,1,-4,4.123105625617661,2,-5,5.385164807134504,1,-4,4.123105625617661,1,-1,1.4142135623730951,0,-1,1.0,-2,-1,2.23606797749979,-2,-3,3.605551275463989,-1,-3,3.1622776601683795,-2,-1,2.23606797749979,-2,-2,2.8284271247461903,-1,-1,1.4142135623730951,-1,-1,1.4142135623730951,0,0,1.0,2,5,5.385164807134504
2,-1,3,3.1622776601683795,0,3,3.0,-1,2,2.23606797749979,0,3,3.0,-1,1,1.4142135623730951,0,2,2.0,-1,1,1.4142135623730951,0,1,1.0,0,1,1.0,-1,1,1.4142135623730951,0,1,1.0,0,1,1.0,0,0,0.0,0,0,0.0,1,-3,3.1622776601683795,2,-4,4.47213595499958,4,-7,8.06225774829855,5,-6,7.810249675906654,4,-5,6.4031242374328485,2,-3,3.605551275463989,2,-2,2.8284271247461903,0,-1,1.0,1,-1,1.4142135623730951,-1,-1,1.4142135623730951,0,-1,1.0,0,-1,1.0,0,0,0.0,-1,0,1.0,0,-1,1.0,0,0,0.0,0,-1,1.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,-1,1.0,0,0,0.0,5,7,8.06225774829855
2,-1,3,3.1622776601683795,0,3,3.0,0,2,2.0,0,2,2.0,-1,2,2.23606797749979,0,1,1.0,0,1,1.0,0,1,1.0,0,2,2.0,-1,0,1.0,0,1,1.0,0,1,1.0,0,0,0.0,0,-1,1.0,1,-2,2.23606797749979,2,-5,5.385164807134504,4,-8,8.94427190999916,4,-7,8.06225774829855,4,-5,6.4031242374328485,2,-3,3.605551275463989,1,-2,2.23606797749979,0,-1,1.0,0,-1,1.0,0,-1,1.0,-1,-1,1.4142135623730951,0,0,0.0,0,-1,1.0,-1,0,1.0,0,-1,1.0,0,0,0.0,0,-1,1.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,-1,1.0,0,0,0.0,4,8,8.94427190999916
2,1,2,2.23606797749979,2,3,3.605551275463989,2,2,2.8284271247461903,1,1,1.4142135623730951,2,1,2.23606797749979,1,1,1.4142135623730951,1,1,1.4142135623730951,1,1,1.4142135623730951,1,1,1.4142135623730951,2,0,2.0,1,0,1.0,2,0,2.0,2,0,2.0,1,0,1.0,2,0,2.0,1,-1,1.4142135623730951,2,-1,2.23606797749979,1,-1,1.4142135623730951,1,-1,1.4142135623730951,1,-1,1.4142135623730951,0,-1,1.0,1,-1,1.4142135623730951,0,0,0.0,1,-3,3.1622776601683795,2,-3,3.605551275463989,0,-2,2.0,0,-1,1.0,0,-1,1.0,-2,-2,2.8284271247461903,-3,-2,3.605551275463989,-2,-2,2.8284271247461903,-1,-2,2.23606797749979,-2,-1,2.23606797749979,-2,-1,2.23606797749979,-1,-1,1.4142135623730951,0,0,0.0,3,3,3.605551275463989
2,1,1,1.4142135623730951,1,1,1.4142135623730951,1,1,1.4142135623730951,1,0,1.0,1,0,1.0,1,0,1.0,1,0,1.0,0,1,1.0,1,-1,1.4142135623730951,1,0,1.0,1,-1,1.4142135623730951,0,-1,1.0,2,-1,2.23606797749979,0,-1,1.0,1,-1,1.4142135623730951,1,-1,1.4142135623730951,1,-2,2.23606797749979,1,-1,1.4142135623730951,1,-1,1.4142135623730951,1,-1,1.4142135623730951,0,-1,1.0,1,0,1.0,1,-2,2.23606797749979,3,-4,5.0,6,-7,9.219544457292887,3,-3,4.242640687119285,1,-1,1.4142135623730951,0,-1,1.0,0,-1,1.0,-1,-2,2.23606797749979,0,-2,2.0,0,-2,2.0,-1,-2,2.23606797749979,-1,-1,1.4142135623730951,-1,-1,1.4142135623730951,0,0,1.0,6,7,9.219544457292887
2,1,1,1.4142135623730951,1,2,2.23606797749979,0,0,0.0,1,1,1.4142135623730951,0,0,0.0,1,0,1.0,0,0,0.0,1,0,1.0,0,0,0.0,1,-1,1.4142135623730951,0,0,0.0,1,-1,1.4142135623730951,1,-2,2.23606797749979,0,-1,1.0,1,-1,1.4142135623730951,0,-2,2.0,1,-2,2.23606797749979,1,-1,1.4142135623730951,1,-2,2.23606797749979,1,-1,1.4142135623730951,0,-1,1.0,1,-1,1.4142135623730951,0,-2,2.0,3,-4,5.0,3,-8,8.54400374531753,1,-4,4.123105625617661,1,-1,1.4142135623730951,0,-1,1.0,0,-2,2.0,0,-2,2.0,0,-3,3.0,0,-1,1.0,0,-3,3.0,0,-1,1.0,-1,-1,1.4142135623730951,0,0,0.0,3,8,8.54400374531753
2,-1,3,3.1622776601683795,0,3,3.0,-1,2,2.23606797749979,-1,2,2.23606797749979,-1,1,1.4142135623730951,-1,1,1.4142135623730951,0,1,1.0,-1,2,2.23606797749979,0,1,1.0,-1,0,1.0,0,1,1.0,-1,1,1.4142135623730951,0,0,0.0,0,0,0.0,1,-2,2.23606797749979,2,-3,3.605551275463989,4,-6,7.211102550927978,4,-5,6.4031242374328485,4,-4,5.656854249492381,3,-2,3.605551275463989,1,-2,2.23606797749979,1,-1,1.4142135623730951,1,0,1.0,0,0,0.0,-1,-1,1.4142135623730951,0,0,0.0,0,0,0.0,-1,-1,1.4142135623730951,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,1,1.0,-1,-1,1.4142135623730951,0,0,0.0,4,6,7.211102550927978
2,1,2,2.23606797749979,1,2,2.23606797749979,1,1,1.4142135623730951,0,1,1.0,1,1,1.4142135623730951,1,0,1.0,0,1,1.0,1,0,1.0,0,0,0.0,1,0,1.0,1,0,1.0,1,-1,1.4142135623730951,1,-1,1.4142135623730951,0,-1,1.0,1,0,1.0,1,-1,1.4142135623730951,1,-2,2.23606797749979,1,-1,1.4142135623730951,1,-2,2.23606797749979,0,-1,1.0,1,-1,1.4142135623730951,0,-1,1.0,1,-2,2.23606797749979,-1,-3,3.1622776601683795,0,-6,6.0,0,-3,3.0,1,-1,1.4142135623730951,-1,-1,1.4142135623730951,-1,-1,1.4142135623730951,-1,-2,2.23606797749979,-1,-2,2.23606797749979,-1,-2,2.23606797749979,-1,-2,2.23606797749979,-2,0,2.0,-1,-2,2.23606797749979,0,0,0.0,2,6,6.0
2,-1,3,3.1622776601683795,0,3,3.0,-1,2,2.23606797749979,0,2,2.0,-1,1,1.4142135623730951,-1,2,2.23606797749979,0,1,1.0,0,1,1.0,-1,1,1.4142135623730951,0,1,1.0,0,0,0.0,-1,1,1.4142135623730951,0,0,0.0,0,0,0.0,1,-2,2.23606797749979,2,-4,4.47213595499958,3,-6,6.708203932499369,5,-6,7.810249675906654,3,-5,5.830951894845301,2,-2,2.8284271247461903,2,-2,2.8284271247461903,0,-1,1.0,0,0,0.0,0,-1,1.0,0,-1,1.0,0,0,0.0,-1,0,1.0,0,-1,1.0,-1,0,1.0,0,0,0.0,0,-1,1.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,5,6,7.810249675906654
2,-1,3,3.1622776601683795,0,3,3.0,-1,2,2.23606797749979,-1,2,2.23606797749979,-1,1,1.4142135623730951,0,2,2.0,-1,1,1.4142135623730951,0,2,2.0,-1,1,1.4142135623730951,0,0,0.0,0,2,2.0,-1,0,1.0,0,0,0.0,0,0,0.0,1,-2,2.23606797749979,2,-3,3.605551275463989,3,-5,5.830951894845301,4,-5,6.4031242374328485,4,-4,5.656854249492381,2,-2,2.8284271247461903,2,-2,2.8284271247461903,1,-1,1.4142135623730951,0,-1,1.0,0,0,0.0,0,-1,1.0,0,-1,1.0,0,0,0.0,-1,0,1.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,4,5,6.4031242374328485
2,-1,3,3.1622776601683795,0,3,3.0,-1,2,2.23606797749979,0,2,2.0,0,1,1.0,-1,1,1.4142135623730951,0,2,2.0,0,1,1.0,0,1,1.0,0,0,0.0,0,1,1.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,-2,2.0,2,-4,4.47213595499958,3,-7,7.615773105863909,4,-6,7.211102550927978,3,-5,5.830951894845301,1,-2,2.23606797749979,1,-2,2.23606797749979,0,0,0.0,0,-1,1.0,0,-1,1.0,-1,0,1.0,0,-1,1.0,0,0,0.0,-1,0,1.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,-1,-1,1.4142135623730951,0,0,0.0,0,0,0.0,0,0,0.0,4,7,7.615773105863909
2,0,3,3.0,-1,3,3.1622776601683795,0,1,1.0,0,2,2.0,0,1,1.0,0,1,1.0,0,1,1.0,0,1,1.0,0,1,1.0,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,-1,-1,1.4142135623730951,1,-1,1.4142135623730951,1,-5,5.0990195135927845,3,-9,9.486832980505138,4,-7,8.06225774829855,2,-5,5.385164807134504,1,-3,3.1622776601683795,0,-1,1.0,0,-1,1.0,0,0,0.0,0,-1,1.0,0,-1,1.0,-1,0,1.0,0,0,0.0,0,-1,1.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,-1,-1,1.4142135623730951,0,0,0.0,0,0,0.0,0,0,0.0,4,9,9.486832980505138
2,1,2,2.23606797749979,3,1,3.1622776601683795,1,1,1.4142135623730951,2,1,2.23606797749979,2,1,2.23606797749979,1,0,1.0,0,0,0.0,2,1,2.23606797749979,1,-1,1.4142135623730951,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1.0,1,0,1.0,1,-1,1.4142135623730951,2,0,2.0,1,-2,2.23606797749979,2,-1,2.23606797749979,0,-1,1.0,1,0,1.0,0,-1,1.0,0,0,0.0,1,0,1.0,3,-2,3.605551275463989,6,-4,7.211102550927978,1,-2,2.23606797749979,1,0,1.0,0,-1,1.0,-2,-1,2.23606797749979,-1,-1,1.4142135623730951,-1,-2,2.23606797749979,-1,-1,1.4142135623730951,-1,-1,1.4142135623730951,-2,-1,2.23606797749979,-1,-1,1.4142135623730951,0,0,0.0,6,4,7.211102550927978
2,0,0,0.0,0,0,0.0,0,2,2.0,0,2,2.0,0,1,1.0,0,2,2.0,0,1,1.0,0,1,1.0,0,1,1.0,0,1,1.0,1,0,1.0,0,1,1.0,0,0,0.0,0,-1,1.0,1,-2,2.23606797749979,2,-5,5.385164807134504,5,-8,9.433981132056603,5,-8,9.433981132056603,3,-5,5.830951894845301,1,-2,2.23606797749979,1,-3,3.1622776601683795,0,-1,1.0,0,0,0.0,0,-1,1.0,0,-1,1.0,0,0,0.0,0,0,0.0,-1,-1,1.4142135623730951,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,5,8,9.433981132056603
2,-3,2,3.605551275463989,-2,1,2.23606797749979,-2,2,2.8284271247461903,-2,1,2.23606797749979,-2,1,2.23606797749979,-2,0,2.0,-1,1,1.4142135623730951,-3,1,3.1622776601683795,-1,0,1.0,-2,0,2.0,-2,1,2.23606797749979,-2,0,2.0,-2,0,2.0,-3,0,3.0,-2,0,2.0,-1,1,1.4142135623730951,-1,-1,1.4142135623730951,-1,0,1.0,-2,0,2.0,-1,1,1.4142135623730951,-2,0,2.0,-1,0,1.0,-1,0,1.0,-2,1,2.23606797749979,-1,0,1.0,-1,0,1.0,-1,0,1.0,-1,0,1.0,-1,0,1.0,-1,0,1.0,0,0,0.0,-1,0,1.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,3,2,3.605551275463989
2,-1,3,3.1622776601683795,0,3,3.0,-1,1,1.4142135623730951,-1,2,2.23606797749979,-1,1,1.4142135623730951,0,1,1.0,-1,1,1.4142135623730951,0,1,1.0,-1,1,1.4142135623730951,0,1,1.0,-1,0,1.0,-1,1,1.4142135623730951,0,0,0.0,0,0,0.0,1,-2,2.23606797749979,2,-2,2.8284271247461903,4,-5,6.4031242374328485,4,-5,6.4031242374328485,4,-4,5.656854249492381,3,-1,3.1622776601683795,1,-2,2.23606797749979,1,0,1.0,0,0,0.0,0,-1,1.0,-1,0,1.0,0,-1,1.0,0,0,0.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,-1,-1,1.4142135623730951,0,0,0.0,4,5,6.4031242374328485
2,-1,3,3.1622776601683795,0,3,3.0,-1,1,1.4142135623730951,0,2,2.0,-1,2,2.23606797749979,0,1,1.0,-1,1,1.4142135623730951,0,1,1.0,0,1,1.0,-1,0,1.0,0,0,0.0,0,1,1.0,-1,0,1.0,0,0,0.0,1,-2,2.23606797749979,1,-3,3.1622776601683795,4,-5,6.4031242374328485,4,-5,6.4031242374328485,3,-4,5.0,2,-2,2.8284271247461903,1,-1,1.4142135623730951,0,0,0.0,0,-1,1.0,0,0,0.0,0,-1,1.0,-1,0,1.0,0,0,0.0,0,0,0.0,-1,-1,1.4142135623730951,0,0,0.0,0,0,0.0,0,0,0.0,-1,-1,1.4142135623730951,0,0,0.0,0,0,0.0,0,0,0.0,4,5,6.4031242374328485
2,1,2,2.23606797749979,1,3,3.1622776601683795,0,1,1.0,1,2,2.23606797749979,1,1,1.4142135623730951,0,1,1.0,1,1,1.4142135623730951,1,1,1.4142135623730951,0,1,1.0,1,0,1.0,1,0,1.0,0,0,0.0,1,0,1.0,1,0,1.0,1,0,1.0,1,-1,1.4142135623730951,1,-1,1.4142135623730951,1,-1,1.4142135623730951,0,-1,1.0,1,-1,1.4142135623730951,0,-1,1.0,0,-1,1.0,0,0,0.0,0,-3,3.0,0,-2,2.0,-1,-2,2.23606797749979,1,-1,1.4142135623730951,-1,-1,1.4142135623730951,-1,-1,1.4142135623730951,-2,-2,2.8284271247461903,-1,-2,2.23606797749979,-1,-1,1.4142135623730951,-2,-1,2.23606797749979,-1,0,1.0,-1,-1,1.4142135623730951,0,0,0.0,2,3,3.1622776601683795
2,0,3,3.0,-1,3,3.1622776601683795,0,1,1.0,0,2,2.0,0,1,1.0,0,1,1.0,0,1,1.0,0,1,1.0,0,0,0.0,0,1,1.0,0,0,0.0,-1,1,1.4142135623730951,0,0,0.0,0,-1,1.0,0,-1,1.0,1,-4,4.123105625617661,2,-7,7.280109889280518,2,-6,6.324555320336759,2,-4,4.47213595499958,0,-1,1.0,1,-1,1.4142135623730951,0,-1,1.0,0,0,0.0,-1,0,1.0,0,-1,1.0,0,0,0.0,-1,0,1.0,0,-1,1.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,-1,-1,1.4142135623730951,0,0,0.0,0,0,0.0,0,0,0.0,2,7,7.280109889280518
2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1.0,-1,0,1.0,0,1,1.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,-1,1.0,1,-1,1.4142135623730951,2,-4,4.47213595499958,5,-7,8.602325267042627,5,-7,8.602325267042627,4,-6,7.211102550927978,2,-3,3.605551275463989,2,-2,2.8284271247461903,1,-2,2.23606797749979,0,-1,1.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,-1,1.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,5,7,8.602325267042627
2,0,3,3.0,-1,2,2.23606797749979,1,2,2.23606797749979,0,2,2.0,0,2,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,-1,0,1.0,0,1,1.0,0,1,1.0,0,0,0.0,1,0,1.0,0,1,1.0,1,0,1.0,1,0,1.0,0,0,0.0,0,0,0.0,1,0,1.0,0,-1,1.0,1,-1,1.4142135623730951,1,-2,2.23606797749979,1,-3,3.1622776601683795,1,-3,3.1622776601683795,1,-3,3.1622776601683795,-1,-4,4.123105625617661,-2,-7,7.280109889280518,0,0,0.0,0,0,0.0,1,0,1.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,2,7,7.280109889280518
2,-2,3,3.605551275463989,-2,2,2.8284271247461903,-1,2,2.23606797749979,-1,2,2.23606797749979,-2,1,2.23606797749979,-1,2,2.23606797749979,-1,1,1.4142135623730951,-1,1,1.4142135623730951,-1,2,2.23606797749979,-1,1,1.4142135623730951,-1,1,1.4142135623730951,-2,1,2.23606797749979,-1,1,1.4142135623730951,-1,1,1.4142135623730951,-1,1,1.4142135623730951,-1,1,1.4142135623730951,0,1,1.0,-1,1,1.4142135623730951,0,0,0.0,-1,1,1.4142135623730951,-1,1,1.4142135623730951,-1,1,1.4142135623730951,0,1,1.0,-1,0,1.0,-1,1,1.4142135623730951,-1,1,1.4142135623730951,0,0,0.0,0,1,1.0,-1,1,1.4142135623730951,0,1,1.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,3,3.605551275463989
2,-1,3,3.1622776601683795,0,3,3.0,0,2,2.0,-1,2,2.23606797749979,0,1,1.0,-1,1,1.4142135623730951,0,1,1.0,0,1,1.0,0,0,0.0,0,1,1.0,0,0,0.0,-1,1,1.4142135623730951,0,0,0.0,0,0,0.0,1,-2,2.23606797749979,0,-3,3.0,3,-6,6.708203932499369,2,-4,4.47213595499958,2,-3,3.605551275463989,1,-2,2.23606797749979,1,-1,1.4142135623730951,0,0,0.0,0,0,0.0,0,-1,1.0,-1,-1,1.4142135623730951,0,0,0.0,0,0,0.0,-1,0,1.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,-1,-1,1.4142135623730951,0,0,0.0,0,0,0.0,0,0,0.0,3,6,6.708203932499369
2,-1,3,3.1622776601683795,0,2,2.0,-1,2,2.23606797749979,0,2,2.0,-1,2,2.23606797749979,0,0,0.0,0,1,1.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,-1,1,1.4142135623730951,0,1,1.0,0,0,0.0,1,0,1.0,0,1,1.0,0,0,0.0,1,0,1.0,0,-1,1.0,0,1,1.0,1,-1,1.4142135623730951,1,-1,1.4142135623730951,0,-1,1.0,2,-2,2.8284271247461903,1,-3,3.1622776601683795,2,-2,2.8284271247461903,2,-2,2.8284271247461903,1,-3,3.1622776601683795,0,-6,6.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,6,6.0
