class,x1-x0,y1-y0,z1-z0,x2-x1,y2-y1,z2-z1,x3-x2,y3-y2,z3-z2,x4-x3,y4-y3,z4-z3,x5-x4,y5-y4,z5-z4,x6-x5,y6-y5,z6-z5,x7-x6,y7-y6,z7-z6,x8-x7,y8-y7,z8-z7,x9-x8,y9-y8,z9-z8,x10-x9,y10-y9,z10-z9,x11-x10,y11-y10,z11-z10,x12-x11,y12-y11,z12-z11,x13-x12,y13-y12,z13-z12,x14-x13,y14-y13,z14-z13,x15-x14,y15-y14,z15-z14,x16-x15,y16-y15,z16-z15,x17-x16,y17-y16,z17-z16,x18-x17,y18-y17,z18-z17,x19-x18,y19-y18,z19-z18,x20-x19,y20-y19,z20-z19,x21-x20,y21-y20,z21-z20,x22-x21,y22-y21,z22-z21,x23-x22,y23-y22,z23-z22,x24-x23,y24-y23,z24-z23,x25-x24,y25-y24,z25-z24,x26-x25,y26-y25,z26-z25,x27-x26,y27-y26,z27-z26,x28-x27,y28-y27,z28-z27,x29-x28,y29-y28,z29-z28,x30-x29,y30-y29,z30-z29,x31-x30,y31-y30,z31-z30,x32-x31,y32-y31,z32-z31,x33-x32,y33-y32,z33-z32,x34-x33,y34-y33,z34-z33,x35-x34,y35-y34,z35-z34,x36-x35,y36-y35,z36-z35,x37-x36,y37-y36,z37-z36,x38-x37,y38-y37,z38-z37,x39-x38,y39-y38,z39-z38,x40-x39,y40-y39,z40-z39,x41-x40,y41-y40,z41-z40,x42-x41,y42-y41,z42-z41,x43-x42,y43-y42,z43-z42,x44-x43,y44-y43,z44-z43,x45-x44,y45-y44,z45-z44,x46-x45,y46-y45,z46-z45,x47-x46,y47-y46,z47-z46,x48-x47,y48-y47,z48-z47,x49-x48,y49-y48,z49-z48,x50-x49,y50-y49,z50-z49,x51-x50,y51-y50,z51-z50,minx,miny,mine,maxx,maxy,maxe
2,-1,2,2.23606797749979,0,2,2.0,-1,2,2.23606797749979,0,2,2.0,-1,1,1.4142135623730951,0,1,1.0,-1,1,1.4142135623730951,0,1,1.0,0,1,1.0,0,1,1.0,-1,1,1.4142135623730951,0,1,1.0,0,1,1.0,0,0,0.0,-1,0,1.0,0,1,1.0,0,1,1.0,0,0,0.0,0,0,0.0,0,-1,1.0,1,0,1.0,0,-2,2.0,2,-3,3.605551275463989,3,-4,5.0,3,-4,5.0,3,-3,4.242640687119285,2,-3,3.605551275463989,2,-2,2.8284271247461903,1,-1,1.4142135623730951,1,-1,1.4142135623730951,1,-1,1.4142135623730951,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,-1,1.0,0,1,1.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,3,4,5.0
2,-1,2,2.23606797749979,0,2,2.0,0,2,2.0,-1,1,1.4142135623730951,0,2,2.0,0,1,1.0,-1,1,1.4142135623730951,0,1,1.0,0,1,1.0,0,0,0.0,-1,1,1.4142135623730951,0,1,1.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,-1,1,1.4142135623730951,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,1,-2,2.23606797749979,1,-3,3.1622776601683795,3,-4,5.0,3,-5,5.830951894845301,3,-3,4.242640687119285,2,-3,3.605551275463989,2,-2,2.8284271247461903,0,-1,1.0,1,-1,1.4142135623730951,1,-1,1.4142135623730951,0,0,0.0,0,0,0.0,-1,-1,1.4142135623730951,0,0,0.0,0,0,0.0,0,-1,1.0,-1,0,1.0,0,0,0.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,-1,1.0,0,1,1.0,0,-1,1.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,3,5,5.830951894845301
2,0,0,0.0,-1,-1,1.4142135623730951,0,1,1.0,-1,0,1.0,0,-1,1.0,-1,1,1.4142135623730951,0,-2,2.0,0,0,0.0,-1,-3,3.1622776601683795,-1,0,1.0,0,0,0.0,0,0,0.0,-1,-2,2.23606797749979,-1,-1,1.4142135623730951,0,0,0.0,0,0,0.0,-1,-2,2.23606797749979,0,-2,2.0,-1,-1,1.4142135623730951,0,1,1.0,-1,-1,1.4142135623730951,-1,0,1.0,0,0,0.0,-1,-1,1.4142135623730951,0,-1,1.0,-1,0,1.0,-1,0,1.0,-1,-2,2.23606797749979,0,-1,1.0,-1,-2,2.23606797749979,-1,-1,1.4142135623730951,0,-1,1.0,-1,0,1.0,0,0,0.0,-1,-1,1.4142135623730951,0,-1,1.0,-1,-1,1.4142135623730951,0,0,0.0,-1,-1,1.4142135623730951,-1,-1,1.4142135623730951,0,-1,1.0,-1,-1,1.4142135623730951,0,-2,2.0,-1,0,1.0,0,-2,2.0,-1,-1,1.4142135623730951,-1,-2,2.23606797749979,0,1,1.0,-1,-1,1.4142135623730951,0,0,0.0,-1,-1,1.4142135623730951,0,0,0.0,1,3,3.1622776601683795
2,-1,2,2.23606797749979,0,2,2.0,-1,2,2.23606797749979,0,1,1.0,-1,1,1.4142135623730951,0,2,2.0,-1,0,1.0,0,1,1.0,-1,1,1.4142135623730951,0,1,1.0,-1,1,1.4142135623730951,0,0,0.0,0,1,1.0,0,0,0.0,-1,1,1.4142135623730951,0,0,0.0,0,1,1.0,-1,0,1.0,0,0,0.0,1,0,1.0,0,-1,1.0,1,-1,1.4142135623730951,1,-3,3.1622776601683795,3,-4,5.0,3,-4,5.0,3,-3,4.242640687119285,3,-2,3.605551275463989,2,-2,2.8284271247461903,1,-2,2.23606797749979,1,0,1.0,1,-1,1.4142135623730951,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,3,4,5.0
2,0,-1,1.0,-1,-1,1.4142135623730951,-1,0,1.0,0,-1,1.0,-1,0,1.0,-1,1,1.4142135623730951,-1,-1,1.4142135623730951,0,-1,1.0,-1,0,1.0,-1,-2,2.23606797749979,0,-1,1.0,-1,1,1.4142135623730951,-1,-1,1.4142135623730951,-1,-1,1.4142135623730951,0,1,1.0,-1,-1,1.4142135623730951,-1,-1,1.4142135623730951,0,0,0.0,-1,-1,1.4142135623730951,-1,0,1.0,0,-1,1.0,-1,-2,2.23606797749979,-1,1,1.4142135623730951,0,-1,1.0,-1,-1,1.4142135623730951,0,0,0.0,-1,0,1.0,-1,0,1.0,0,0,0.0,-1,-1,1.4142135623730951,-1,1,1.4142135623730951,-1,0,1.0,0,0,0.0,-1,1,1.4142135623730951,0,-1,1.0,-1,0,1.0,0,0,0.0,-1,-1,1.4142135623730951,-1,0,1.0,0,1,1.0,-1,-1,1.4142135623730951,0,-1,1.0,-1,-1,1.4142135623730951,0,-1,1.0,-1,0,1.0,0,-1,1.0,-1,1,1.4142135623730951,0,-1,1.0,-1,0,1.0,0,0,0.0,-1,-1,1.4142135623730951,0,0,0.0,1,2,2.23606797749979
2,0,2,2.0,0,2,2.0,-1,2,2.23606797749979,0,1,1.0,0,2,2.0,0,1,1.0,-1,1,1.4142135623730951,0,1,1.0,0,0,0.0,0,1,1.0,0,1,1.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,-1,1,1.4142135623730951,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-2,2.0,1,-4,4.123105625617661,3,-5,5.830951894845301,2,-5,5.385164807134504,3,-3,4.242640687119285,1,-2,2.23606797749979,1,-2,2.23606797749979,1,-1,1.4142135623730951,0,-1,1.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,-1,1.0,-1,0,1.0,0,0,0.0,0,-1,1.0,-1,0,1.0,0,0,0.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,3,5,5.830951894845301
2,0,2,2.0,1,2,2.23606797749979,1,1,1.4142135623730951,0,1,1.0,1,1,1.4142135623730951,0,1,1.0,1,1,1.4142135623730951,0,1,1.0,1,0,1.0,0,1,1.0,0,1,1.0,1,0,1.0,0,0,0.0,1,0,1.0,0,1,1.0,1,0,1.0,0,0,0.0,1,0,1.0,1,0,1.0,0,-1,1.0,1,0,1.0,0,0,0.0,1,0,1.0,1,-1,1.4142135623730951,0,-1,1.0,1,0,1.0,0,-1,1.0,0,0,0.0,1,-2,2.23606797749979,0,0,0.0,0,-1,1.0,0,0,0.0,1,-1,1.4142135623730951,-1,-1,1.4142135623730951,0,-2,2.0,0,-2,2.0,0,-1,1.0,0,-1,1.0,0,0,0.0,0,-1,1.0,-1,-1,1.4142135623730951,-1,-1,1.4142135623730951,-1,-1,1.4142135623730951,-1,-1,1.4142135623730951,-1,-2,2.23606797749979,-1,0,1.0,-1,-1,1.4142135623730951,0,-1,1.0,-1,0,1.0,0,-1,1.0,0,0,0.0,0,0,0.0,1,2,2.23606797749979
2,0,2,2.0,0,2,2.0,0,2,2.0,0,1,1.0,0,1,1.0,0,1,1.0,0,0,0.0,0,1,1.0,0,1,1.0,0,0,0.0,0,1,1.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,-2,2.0,1,-4,4.123105625617661,2,-6,6.324555320336759,2,-6,6.324555320336759,2,-4,4.47213595499958,2,-2,2.8284271247461903,0,-2,2.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,-1,1.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,-1,1.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,2,6,6.324555320336759
2,1,1,1.4142135623730951,2,1,2.23606797749979,1,1,1.4142135623730951,1,1,1.4142135623730951,1,1,1.4142135623730951,1,0,1.0,1,0,1.0,1,0,1.0,0,1,1.0,1,0,1.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,1,0,1.0,0,-1,1.0,1,0,1.0,0,0,0.0,1,0,1.0,0,0,0.0,1,-1,1.4142135623730951,1,0,1.0,0,-1,1.0,1,0,1.0,1,0,1.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,-1,1.4142135623730951,1,-1,1.4142135623730951,4,-2,4.47213595499958,2,-2,2.8284271247461903,2,-1,2.23606797749979,0,-1,1.0,0,0,0.0,0,-1,1.0,-1,0,1.0,-1,-1,1.4142135623730951,-1,-2,2.23606797749979,-1,-1,1.4142135623730951,0,-1,1.0,-1,0,1.0,-1,-1,1.4142135623730951,-1,-1,1.4142135623730951,-1,-1,1.4142135623730951,0,0,0.0,0,-1,1.0,0,0,0.0,4,2,4.47213595499958
2,-1,2,2.23606797749979,0,2,2.0,-1,1,1.4142135623730951,0,1,1.0,-1,2,2.23606797749979,0,1,1.0,-1,0,1.0,0,1,1.0,0,1,1.0,-1,1,1.4142135623730951,0,0,0.0,-1,1,1.4142135623730951,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,-1,1.4142135623730951,2,-3,3.605551275463989,2,-3,3.605551275463989,3,-4,5.0,3,-2,3.605551275463989,3,-2,3.605551275463989,2,-2,2.8284271247461903,1,-1,1.4142135623730951,1,0,1.0,1,0,1.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,1,1.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,3,4,5.0
2,-1,2,2.23606797749979,0,2,2.0,0,2,2.0,0,1,1.0,-1,1,1.4142135623730951,0,1,1.0,0,1,1.0,-1,0,1.0,0,1,1.0,0,1,1.0,0,0,0.0,-1,1,1.4142135623730951,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,-1,0,1.0,1,0,1.0,0,-2,2.0,1,-2,2.23606797749979,2,-4,4.47213595499958,3,-4,5.0,3,-2,3.605551275463989,2,-2,2.8284271247461903,1,-1,1.4142135623730951,1,-1,1.4142135623730951,1,-1,1.4142135623730951,0,0,0.0,1,-1,1.4142135623730951,0,0,0.0,-1,0,1.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,3,4,5.0
2,0,1,1.0,0,2,2.0,0,1,1.0,0,1,1.0,1,0,1.0,0,1,1.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,1,-1,1.4142135623730951,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,-1,1.0,1,0,1.0,0,-1,1.0,0,-1,1.0,1,-1,1.4142135623730951,0,-1,1.0,0,0,0.0,0,-1,1.0,1,-1,1.4142135623730951,0,-1,1.0,0,-1,1.0,0,0,0.0,0,-2,2.0,0,-2,2.0,-1,-3,3.1622776601683795,0,-3,3.0,-1,-2,2.23606797749979,1,-1,1.4142135623730951,0,0,0.0,0,-1,1.0,0,-1,1.0,0,-1,1.0,-1,-1,1.4142135623730951,1,-1,1.4142135623730951,0,-2,2.0,0,0,0.0,0,-1,1.0,0,-1,1.0,-1,-1,1.4142135623730951,0,0,0.0,1,-1,1.4142135623730951,0,0,0.0,1,3,3.1622776601683795
2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1.0,0,-1,1.0,0,1,1.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,1,-2,2.23606797749979,2,-4,4.47213595499958,3,-5,5.830951894845301,4,-5,6.4031242374328485,3,-4,5.0,2,-3,3.605551275463989,2,-3,3.605551275463989,1,-2,2.23606797749979,1,-1,1.4142135623730951,0,-1,1.0,1,-1,1.4142135623730951,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,-1,0,1.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4,5,6.4031242374328485
2,-1,2,2.23606797749979,0,1,1.0,-1,2,2.23606797749979,-1,0,1.0,-1,2,2.23606797749979,0,1,1.0,0,0,0.0,-1,1,1.4142135623730951,0,0,0.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,1,1.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,1,-1,1.4142135623730951,0,-1,1.0,1,0,1.0,0,-2,2.0,1,-1,1.4142135623730951,0,-2,2.0,0,-2,2.0,0,-2,2.0,0,-2,2.0,0,-1,1.0,0,-3,3.0,0,-1,1.0,0,1,1.0,1,2,2.23606797749979,0,0,0.0,0,-1,1.0,1,0,1.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,1,1.0,0,0,0.0,1,3,3.0
2,0,2,2.0,0,2,2.0,-1,1,1.4142135623730951,0,1,1.0,-1,1,1.4142135623730951,0,2,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1.0,0,1,1.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,1,-1,1.4142135623730951,0,-1,1.0,0,0,0.0,1,-2,2.23606797749979,1,-1,1.4142135623730951,0,-3,3.0,1,-2,2.23606797749979,1,-2,2.23606797749979,1,-2,2.23606797749979,-1,-3,3.1622776601683795,-1,-4,4.123105625617661,-1,-3,3.1622776601683795,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,1,4,4.123105625617661
2,0,2,2.0,0,2,2.0,0,1,1.0,0,1,1.0,0,1,1.0,0,1,1.0,0,1,1.0,-1,1,1.4142135623730951,0,1,1.0,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,-2,2.0,0,-3,3.0,2,-5,5.385164807134504,1,-5,5.0990195135927845,2,-3,3.605551275463989,0,-1,1.0,1,-1,1.4142135623730951,0,-1,1.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,-1,0,1.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,2,5,5.385164807134504
2,-1,2,2.23606797749979,0,1,1.0,-1,2,2.23606797749979,-1,1,1.4142135623730951,-1,1,1.4142135623730951,-1,1,1.4142135623730951,0,1,1.0,-1,0,1.0,0,0,0.0,0,1,1.0,-1,0,1.0,0,0,0.0,0,1,1.0,-1,0,1.0,0,0,0.0,0,1,1.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,1,-1,1.4142135623730951,1,-1,1.4142135623730951,0,-1,1.0,1,0,1.0,1,-1,1.4142135623730951,1,-1,1.4142135623730951,0,-2,2.0,1,-1,1.4142135623730951,1,-1,1.4142135623730951,0,-2,2.0,1,-1,1.4142135623730951,1,-2,2.23606797749979,1,-1,1.4142135623730951,0,1,1.0,0,1,1.0,1,-1,1.4142135623730951,0,0,0.0,0,-1,1.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,2,2.23606797749979
2,-1,2,2.23606797749979,0,2,2.0,-1,1,1.4142135623730951,0,1,1.0,-1,1,1.4142135623730951,0,1,1.0,0,1,1.0,0,1,1.0,-1,0,1.0,1,0,1.0,0,1,1.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1.0,1,-1,1.4142135623730951,0,-1,1.0,1,0,1.0,1,-2,2.23606797749979,1,-1,1.4142135623730951,1,-2,2.23606797749979,1,-2,2.23606797749979,1,-1,1.4142135623730951,1,-2,2.23606797749979,1,-2,2.23606797749979,0,-4,4.0,0,-2,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,1,4,4.0
2,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,-1,-1,1.4142135623730951,-1,0,1.0,0,0,0.0,-1,-1,1.4142135623730951,0,-1,1.0,-1,0,1.0,0,1,1.0,-1,0,1.0,0,0,0.0,-1,-1,1.4142135623730951,0,0,0.0,-1,1,1.4142135623730951,0,0,0.0,-1,0,1.0,0,1,1.0,-1,0,1.0,0,0,0.0,-1,0,1.0,0,1,1.0,0,-1,1.0,-1,0,1.0,-1,1,1.4142135623730951,0,-1,1.0,-1,1,1.4142135623730951,0,-1,1.0,-1,1,1.4142135623730951,-1,-1,1.4142135623730951,0,0,0.0,-1,1,1.4142135623730951,0,0,0.0,-1,1,1.4142135623730951,0,-2,2.0,-1,0,1.0,0,1,1.0,0,0,0.0,-1,0,1.0,0,1,1.0,-1,0,1.0,0,1,1.0,-1,1,1.4142135623730951,0,-1,1.0,-1,1,1.4142135623730951,0,0,0.0,0,-1,1.0,-1,0,1.0,0,0,0.0,-1,0,1.0,0,0,0.0,1,2,2.0
2,-1,2,2.23606797749979,0,2,2.0,-1,1,1.4142135623730951,-1,1,1.4142135623730951,0,1,1.0,0,1,1.0,-1,1,1.4142135623730951,0,0,0.0,0,0,0.0,-1,1,1.4142135623730951,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,-1,1,1.4142135623730951,0,0,0.0,0,0,0.0,0,1,1.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,1,-1,1.4142135623730951,0,-1,1.0,1,0,1.0,1,-2,2.23606797749979,0,-1,1.0,1,-2,2.23606797749979,0,-2,2.0,1,-1,1.4142135623730951,1,-2,2.23606797749979,0,-2,2.0,0,-3,3.0,0,-2,2.0,0,0,0.0,0,1,1.0,1,0,1.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,1,3,3.0
2,-2,1,2.23606797749979,-2,1,2.23606797749979,-2,1,2.23606797749979,-1,1,1.4142135623730951,-2,1,2.23606797749979,-1,1,1.4142135623730951,-2,1,2.23606797749979,-1,1,1.4142135623730951,-1,1,1.4142135623730951,-1,0,1.0,-2,1,2.23606797749979,-1,0,1.0,-1,0,1.0,-1,0,1.0,-2,1,2.23606797749979,-1,0,1.0,-1,0,1.0,-1,0,1.0,-1,0,1.0,-1,1,1.4142135623730951,-1,0,1.0,-1,0,1.0,-1,0,1.0,-1,0,1.0,0,0,0.0,-1,0,1.0,-1,0,1.0,0,0,0.0,-1,0,1.0,-1,1,1.4142135623730951,0,0,0.0,-1,0,1.0,-1,1,1.4142135623730951,0,0,0.0,0,0,0.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,1,2.23606797749979
2,-2,2,2.8284271247461903,-1,2,2.23606797749979,-1,1,1.4142135623730951,-1,1,1.4142135623730951,-1,2,2.23606797749979,-1,1,1.4142135623730951,-1,1,1.4142135623730951,-1,1,1.4142135623730951,-1,1,1.4142135623730951,0,1,1.0,-1,0,1.0,-1,1,1.4142135623730951,-1,1,1.4142135623730951,-1,1,1.4142135623730951,0,0,0.0,-1,1,1.4142135623730951,-1,1,1.4142135623730951,0,0,0.0,-1,1,1.4142135623730951,0,1,1.0,-1,0,1.0,-1,1,1.4142135623730951,0,0,0.0,-1,1,1.4142135623730951,0,0,0.0,0,1,1.0,-1,0,1.0,0,1,1.0,-1,0,1.0,0,0,0.0,0,1,1.0,-1,0,1.0,0,1,1.0,0,0,0.0,-1,1,1.4142135623730951,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,2,2,2.8284271247461903
2,-1,2,2.23606797749979,0,1,1.0,-1,2,2.23606797749979,-1,1,1.4142135623730951,0,1,1.0,-1,1,1.4142135623730951,-1,1,1.4142135623730951,0,1,1.0,0,0,0.0,0,1,1.0,0,0,0.0,-1,0,1.0,0,1,1.0,0,0,0.0,0,0,0.0,0,1,1.0,-1,0,1.0,0,1,1.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,-1,1.4142135623730951,1,-1,1.4142135623730951,0,-1,1.0,1,0,1.0,1,-1,1.4142135623730951,2,-1,2.23606797749979,0,-2,2.0,2,-1,2.23606797749979,1,-1,1.4142135623730951,1,-2,2.23606797749979,1,-1,1.4142135623730951,1,-3,3.1622776601683795,1,-1,1.4142135623730951,0,0,0.0,0,1,1.0,0,0,0.0,1,-1,1.4142135623730951,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,3,3.1622776601683795
2,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1.0,6,-2,6.324555320336759,6,-5,7.810249675906654,6,-5,7.810249675906654,0,0,0.0,-6,1,6.082762530298219,-6,1,6.082762530298219,0,0,0.0,5,1,5.0990195135927845,9,2,9.219544457292887,13,0,13.0,10,-2,10.198039027185569,0,0,0.0,-7,4,8.06225774829855,-13,4,13.601470508735444,-13,4,13.601470508735444,-5,0,5.0,8,-2,8.246211251235321,21,-7,22.135943621178654,19,-12,22.47220505424423,11,-14,17.804493814764857,4,-8,8.94427190999916,3,1,3.1622776601683795,4,4,5.656854249492381,1,2,2.23606797749979,-2,7,7.280109889280518,-4,6,7.211102550927978,-6,8,10.0,0,0,0.0,0,4,4.0,-6,16,17.08800749063506,-15,22,26.627053911388696,-28,32,42.5205832509386,-45,38,58.89821729050889,-58,26,63.56099432828282,-64,9,64.6297145282261,-41,0,41.0,-15,-8,17.0,0,-1,1.0,20,5,20.615528128088304,39,7,39.6232255123179,17,6,18.027756377319946,-3,11,11.40175425099138,2,24,24.08318915758459,19,14,23.600847442411894,9,7,11.40175425099138,2,1,2.23606797749979,0,0,0.0,64,38,64.6297145282261
2,0,1,1.0,0,1,1.0,0,0,0.0,2,1,2.23606797749979,2,1,2.23606797749979,6,-2,6.324555320336759,7,-4,8.06225774829855,5,-4,6.4031242374328485,0,0,0.0,-6,0,6.0,-6,2,6.324555320336759,0,1,1.0,7,3,7.615773105863909,12,4,12.649110640673518,17,3,17.26267650163207,14,2,14.142135623730951,3,1,3.1622776601683795,-9,3,9.486832980505138,-16,3,16.278820596099706,-16,3,16.278820596099706,-7,0,7.0,8,-1,8.06225774829855,23,-3,23.194827009486403,25,-3,25.179356624028344,17,-7,18.384776310850235,8,-3,8.54400374531753,4,2,4.47213595499958,3,3,4.242640687119285,-1,4,4.123105625617661,-5,4,6.4031242374328485,-7,3,7.615773105863909,-7,5,8.602325267042627,0,0,0.0,0,5,5.0,-7,11,13.038404810405298,-16,16,22.627416997969522,-30,21,36.61966684720111,-46,23,51.42956348249516,-56,15,57.97413216254298,-52,2,52.03844732503075,-28,-7,28.861739379323623,-9,-9,12.727922061357855,0,0,0.0,19,6,19.924858845171276,34,7,34.713109915419565,15,6,16.15549442140351,-4,12,12.649110640673518,2,22,22.090722034374522,17,18,24.758836806279895,7,11,13.038404810405298,3,4,5.0,0,0,0.0,56,23,57.97413216254298
