class,x1-x0,y1-y0,z1-z0,x2-x1,y2-y1,z2-z1,x3-x2,y3-y2,z3-z2,x4-x3,y4-y3,z4-z3,x5-x4,y5-y4,z5-z4,x6-x5,y6-y5,z6-z5,x7-x6,y7-y6,z7-z6,x8-x7,y8-y7,z8-z7,x9-x8,y9-y8,z9-z8,x10-x9,y10-y9,z10-z9,x11-x10,y11-y10,z11-z10,x12-x11,y12-y11,z12-z11,x13-x12,y13-y12,z13-z12,x14-x13,y14-y13,z14-z13,x15-x14,y15-y14,z15-z14,x16-x15,y16-y15,z16-z15,x17-x16,y17-y16,z17-z16,x18-x17,y18-y17,z18-z17,x19-x18,y19-y18,z19-z18,x20-x19,y20-y19,z20-z19,x21-x20,y21-y20,z21-z20,x22-x21,y22-y21,z22-z21,x23-x22,y23-y22,z23-z22,x24-x23,y24-y23,z24-z23,x25-x24,y25-y24,z25-z24,x26-x25,y26-y25,z26-z25,x27-x26,y27-y26,z27-z26,x28-x27,y28-y27,z28-z27,x29-x28,y29-y28,z29-z28,x30-x29,y30-y29,z30-z29,x31-x30,y31-y30,z31-z30,x32-x31,y32-y31,z32-z31,x33-x32,y33-y32,z33-z32,x34-x33,y34-y33,z34-z33,x35-x34,y35-y34,z35-z34,x36-x35,y36-y35,z36-z35,x37-x36,y37-y36,z37-z36,x38-x37,y38-y37,z38-z37,x39-x38,y39-y38,z39-z38,minx,miny,mine,maxx,maxy,maxe
2,-2,2,2.8284271247461903,-1,3,3.1622776601683795,-2,2,2.8284271247461903,-1,1,1.4142135623730951,-1,2,2.23606797749979,-2,1,2.23606797749979,0,1,1.0,-1,1,1.4142135623730951,-1,1,1.4142135623730951,-1,1,1.4142135623730951,-1,1,1.4142135623730951,-1,1,1.4142135623730951,-1,1,1.4142135623730951,-1,1,1.4142135623730951,-1,1,1.4142135623730951,-1,1,1.4142135623730951,-1,0,1.0,-1,1,1.4142135623730951,0,1,1.0,-1,0,1.0,0,1,1.0,-1,0,1.0,-1,1,1.4142135623730951,0,1,1.0,-1,1,1.4142135623730951,0,0,0.0,-1,1,1.4142135623730951,0,1,1.0,0,0,0.0,0,1,1.0,0,1,1.0,-1,0,1.0,0,1,1.0,0,0,0.0,0,1,1.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,2,3,3.1622776601683795
2,0,2,2.0,0,2,2.0,0,1,1.0,1,1,1.4142135623730951,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,0,-1,1.0,0,0,0.0,1,0,1.0,0,-1,1.0,0,0,0.0,0,-1,1.0,0,0,0.0,1,-1,1.4142135623730951,0,-1,1.0,1,-1,1.4142135623730951,0,-2,2.0,0,-1,1.0,1,-1,1.4142135623730951,0,0,0.0,0,-1,1.0,0,-3,3.0,-1,-3,3.1622776601683795,-1,-4,4.123105625617661,0,-2,2.0,0,-1,1.0,0,-1,1.0,0,-1,1.0,0,-2,2.0,0,-1,1.0,0,-1,1.0,0,-1,1.0,0,-2,2.0,0,-1,1.0,0,-1,1.0,0,0,0.0,1,4,4.123105625617661
2,-1,2,2.23606797749979,0,3,3.0,-1,1,1.4142135623730951,0,2,2.0,-1,2,2.23606797749979,0,0,0.0,0,1,1.0,0,0,0.0,-1,1,1.4142135623730951,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,0,1,1.0,0,0,0.0,1,0,1.0,0,1,1.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,0,-1,1.0,1,0,1.0,0,-1,1.0,1,-2,2.23606797749979,1,-1,1.4142135623730951,1,-3,3.1622776601683795,2,-2,2.8284271247461903,1,-1,1.4142135623730951,1,-3,3.1622776601683795,0,-5,5.0,0,-2,2.0,-1,0,1.0,1,0,1.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,5,5.0
2,-1,2,2.23606797749979,0,2,2.0,-1,2,2.23606797749979,-1,1,1.4142135623730951,0,2,2.0,-1,0,1.0,0,1,1.0,0,0,0.0,-1,0,1.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,-1,1,1.4142135623730951,1,0,1.0,0,0,0.0,0,0,0.0,0,1,1.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,0,-1,1.0,1,-1,1.4142135623730951,1,-1,1.4142135623730951,0,-1,1.0,1,-2,2.23606797749979,1,-2,2.23606797749979,1,-3,3.1622776601683795,1,-2,2.23606797749979,0,-3,3.0,0,-3,3.0,0,-2,2.0,0,1,1.0,1,0,1.0,0,-1,1.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,1,3,3.1622776601683795
2,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,-1,-1,1.4142135623730951,0,-1,1.0,-1,-1,1.4142135623730951,0,-1,1.0,0,-1,1.0,-1,0,1.0,0,1,1.0,-1,0,1.0,-1,-1,1.4142135623730951,0,-1,1.0,-1,-1,1.4142135623730951,0,-1,1.0,-1,-1,1.4142135623730951,0,0,0.0,-1,1,1.4142135623730951,0,-1,1.0,-1,-1,1.4142135623730951,0,-1,1.0,-1,-1,1.4142135623730951,-1,-2,2.23606797749979,0,-1,1.0,-1,-2,2.23606797749979,0,0,0.0,-1,0,1.0,-1,-1,1.4142135623730951,0,-1,1.0,-1,0,1.0,0,-1,1.0,-1,0,1.0,0,-1,1.0,0,-2,2.0,-1,1,1.4142135623730951,0,-2,2.0,-1,-1,1.4142135623730951,-1,-1,1.4142135623730951,0,0,0.0,1,2,2.23606797749979
2,-1,2,2.23606797749979,0,2,2.0,-1,2,2.23606797749979,0,1,1.0,-1,2,2.23606797749979,-1,1,1.4142135623730951,0,1,1.0,-1,0,1.0,0,1,1.0,-1,0,1.0,0,0,0.0,-1,1,1.4142135623730951,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,-2,2.23606797749979,1,-2,2.23606797749979,3,-4,5.0,4,-3,5.0,3,-2,3.605551275463989,2,-1,2.23606797749979,1,-1,1.4142135623730951,1,0,1.0,0,0,0.0,0,0,0.0,0,-1,1.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,4,4,5.0
2,0,3,3.0,-1,2,2.23606797749979,0,2,2.0,0,2,2.0,-1,1,1.4142135623730951,0,1,1.0,0,1,1.0,-1,1,1.4142135623730951,0,0,0.0,0,1,1.0,0,0,0.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,-2,2.0,1,-4,4.123105625617661,2,-5,5.385164807134504,2,-3,3.605551275463989,2,-3,3.605551275463989,1,-1,1.4142135623730951,1,-1,1.4142135623730951,0,0,0.0,0,-1,1.0,0,0,0.0,-1,-1,1.4142135623730951,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,-1,0,1.0,0,-1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,2,5,5.385164807134504
2,-2,1,2.23606797749979,-2,2,2.8284271247461903,-2,1,2.23606797749979,-2,1,2.23606797749979,-1,1,1.4142135623730951,-2,1,2.23606797749979,-1,0,1.0,-1,1,1.4142135623730951,-1,0,1.0,-1,1,1.4142135623730951,-2,0,2.0,-1,0,1.0,-2,1,2.23606797749979,-1,0,1.0,-1,0,1.0,-1,1,1.4142135623730951,-2,0,2.0,-1,0,1.0,0,0,0.0,-1,0,1.0,-1,0,1.0,-1,0,1.0,-1,0,1.0,-1,1,1.4142135623730951,0,0,0.0,-1,0,1.0,-1,1,1.4142135623730951,-1,0,1.0,0,0,0.0,0,0,0.0,-1,0,1.0,0,0,0.0,0,1,1.0,-1,0,1.0,0,0,0.0,0,0,0.0,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,2.8284271247461903
2,0,2,2.0,0,0,0.0,0,0,0.0,4,1,4.123105625617661,9,-2,9.219544457292887,8,-6,10.0,0,0,0.0,-9,0,9.0,-5,3,5.830951894845301,5,3,5.830951894845301,17,5,17.72004514666935,22,3,22.20360331117452,11,2,11.180339887498949,-8,4,8.94427190999916,-22,5,22.561028345356956,-16,2,16.1245154965971,5,-2,5.385164807134504,29,-3,29.154759474226502,30,-6,30.59411708155671,14,-8,16.1245154965971,5,2,5.385164807134504,3,5,5.830951894845301,-3,7,7.615773105863909,-8,4,8.94427190999916,-10,6,11.661903789690601,1,-1,1.4142135623730951,-4,11,11.704699910719626,-21,20,29.0,-40,28,48.82622246293481,-67,26,71.8679344353238,-51,-3,51.088159097779204,-37,-8,37.8549864614954,-7,-8,10.63014581273465,13,2,13.152946437965905,42,9,42.95346318982906,15,7,16.55294535724685,-4,22,22.360679774997898,16,29,33.12099032335839,11,15,18.601075237738275,0,0,0.0,67,29,71.8679344353238
2,0,1,1.0,0,0,0.0,0,1,1.0,3,0,3.0,9,-2,9.219544457292887,8,-7,10.63014581273465,0,0,0.0,-9,1,9.055385138137417,-5,2,5.385164807134504,4,3,5.0,15,4,15.524174696260024,19,2,19.1049731745428,10,2,10.198039027185569,-8,3,8.54400374531753,-19,6,19.924858845171276,-15,2,15.132745950421556,5,-3,5.830951894845301,27,-5,27.459060435491963,26,-8,27.202941017470888,10,-7,12.206555615733702,3,1,3.1622776601683795,5,5,7.0710678118654755,1,7,7.0710678118654755,-5,5,7.0710678118654755,-7,7,9.899494936611665,0,1,1.0,-3,11,11.40175425099138,-19,24,30.610455730027933,-38,34,50.99019513592785,-64,32,71.55417527999327,-53,-3,53.08483775994799,-39,-6,39.45883931389772,-9,-6,10.816653826391969,12,1,12.041594578792296,44,9,44.91102314577124,15,6,16.15549442140351,-4,24,24.331050121192877,14,33,35.84689665786984,9,16,18.35755975068582,0,0,0.0,64,34,71.55417527999327
2,-1,1,1.4142135623730951,0,1,1.0,2,0,2.0,4,1,4.123105625617661,9,-2,9.219544457292887,7,-5,8.602325267042627,0,-1,1.0,-8,1,8.06225774829855,-6,3,6.708203932499369,7,5,8.602325267042627,18,9,20.12461179749811,23,8,24.351591323771842,11,5,12.083045973594572,-9,4,9.848857801796104,-22,2,22.090722034374522,-18,0,18.0,4,-2,4.47213595499958,29,2,29.068883707497267,31,2,31.064449134018133,17,0,17.0,5,3,5.830951894845301,1,2,2.23606797749979,-4,1,4.123105625617661,-9,-1,9.055385138137417,-9,2,9.219544457292887,1,2,2.23606797749979,-4,8,8.94427190999916,-20,16,25.612496949731394,-38,22,43.9089968002003,-61,16,63.06346010171025,-58,-2,58.034472514187634,-21,-8,22.47220505424423,-6,-7,9.219544457292887,12,2,12.165525060596439,37,8,37.8549864614954,13,7,14.7648230602334,-4,23,23.345235059857504,14,32,34.92849839314596,9,19,21.02379604162864,0,0,1.0,61,32,63.06346010171025
2,-1,2,2.23606797749979,0,0,0.0,2,1,2.23606797749979,4,1,4.123105625617661,9,-2,9.219544457292887,7,-5,8.602325267042627,0,-1,1.0,-9,1,9.055385138137417,-5,4,6.4031242374328485,7,5,8.602325267042627,19,8,20.615528128088304,24,9,25.632011235952593,13,5,13.92838827718412,-10,4,10.770329614269007,-24,1,24.020824298928627,-18,-1,18.027756377319946,3,-1,3.1622776601683795,30,4,30.265491900843113,35,4,35.22782990761707,19,1,19.026297590440446,6,4,7.211102550927978,0,3,3.0,-7,-1,7.0710678118654755,-11,-2,11.180339887498949,-11,1,11.045361017187261,1,2,2.23606797749979,-5,7,8.602325267042627,-21,13,24.698178070456937,-39,17,42.5440947723653,-58,12,59.22837157984339,-52,-4,52.15361924162119,-18,-7,19.313207915827967,-5,-8,9.433981132056603,11,2,11.180339887498949,35,9,36.138621999185304,12,7,13.892443989449804,-4,20,20.396078054371138,14,27,30.4138126514911,10,18,20.591260281974,0,0,0.0,58,27,59.22837157984339
2,0,1,1.0,0,0,0.0,1,1,1.4142135623730951,4,1,4.123105625617661,9,-3,9.486832980505138,7,-6,9.219544457292887,0,0,0.0,-9,1,9.055385138137417,-5,3,5.830951894845301,6,4,7.211102550927978,16,9,18.35755975068582,21,7,22.135943621178654,10,3,10.44030650891055,-9,4,9.848857801796104,-20,4,20.396078054371138,-16,0,16.0,4,-3,5.0,27,1,27.018512172212592,26,-1,26.019223662515376,13,0,13.0,4,2,4.47213595499958,3,3,4.242640687119285,-1,2,2.23606797749979,-6,-1,6.082762530298219,-6,4,7.211102550927978,0,2,2.0,-2,10,10.198039027185569,-18,18,25.45584412271571,-37,26,45.221676218380054,-57,22,61.09828148156051,-59,-1,59.00847396772772,-27,-9,28.460498941515414,-7,-5,8.602325267042627,12,1,12.041594578792296,40,9,41.0,13,6,14.317821063276353,-4,27,27.294688127912362,13,37,39.21734310225516,7,22,23.08679276123039,0,0,0.0,59,37,61.09828148156051
2,3,1,3.1622776601683795,3,0,3.0,3,1,3.1622776601683795,5,0,5.0,5,-2,5.385164807134504,7,-4,8.06225774829855,6,-4,7.211102550927978,8,-7,10.63014581273465,10,-5,11.180339887498949,10,-1,10.04987562112089,13,2,13.152946437965905,14,3,14.317821063276353,16,-1,16.0312195418814,12,-4,12.649110640673518,10,-6,11.661903789690601,9,-8,12.041594578792296,8,-3,8.54400374531753,5,-1,5.0990195135927845,0,1,1.0,1,0,1.0,0,1,1.0,-10,4,10.770329614269007,-13,2,13.152946437965905,-17,0,17.0,-20,5,20.615528128088304,-24,6,24.73863375370596,-27,2,27.073972741361768,-23,0,23.0,-16,1,16.0312195418814,-21,3,21.213203435596427,-23,-4,23.345235059857504,-32,-6,32.55764119219941,-29,-4,29.274562336608895,-21,6,21.840329667841555,-19,17,25.495097567963924,-33,0,33.0,-46,-18,49.39635614091387,-34,-2,34.058772731852805,-44,4,44.181444068749045,0,0,1.0,46,18,49.39635614091387
2,0,1,1.0,0,0,0.0,2,1,2.23606797749979,4,1,4.123105625617661,9,-2,9.219544457292887,7,-6,9.219544457292887,0,-1,1.0,-9,1,9.055385138137417,-5,4,6.4031242374328485,6,5,7.810249675906654,17,12,20.808652046684813,22,10,24.166091947189145,10,7,12.206555615733702,-9,4,9.848857801796104,-21,1,21.02379604162864,-17,-1,17.029386365926403,3,-2,3.605551275463989,26,3,26.1725046566048,28,8,29.120439557122072,15,5,15.811388300841896,4,4,5.656854249492381,2,1,2.23606797749979,-3,-3,4.242640687119285,-6,-5,7.810249675906654,-6,1,6.082762530298219,0,2,2.0,-2,8,8.246211251235321,-15,15,21.213203435596427,-34,21,39.96248240537617,-51,17,53.75872022286245,-50,-3,50.08991914547278,-22,-8,23.40939982143925,-4,-5,6.4031242374328485,11,3,11.40175425099138,37,8,37.8549864614954,11,6,12.529964086141668,-3,28,28.160255680657446,10,41,42.20189569201838,7,27,27.892651361962706,0,0,0.0,51,41,53.75872022286245
2,-1,1,1.4142135623730951,1,1,1.4142135623730951,2,0,2.0,4,2,4.47213595499958,9,-3,9.486832980505138,6,-5,7.810249675906654,0,-2,2.0,-9,1,9.055385138137417,-5,4,6.4031242374328485,6,6,8.48528137423857,18,11,21.095023109728988,24,12,26.832815729997478,11,7,13.038404810405298,-10,3,10.44030650891055,-23,1,23.021728866442675,-17,-2,17.11724276862369,2,-2,2.8284271247461903,28,6,28.635642126552707,32,10,33.52610922848042,18,6,18.973665961010276,5,5,7.0710678118654755,0,0,0.0,-5,-4,6.4031242374328485,-10,-6,11.661903789690601,-7,-1,7.0710678118654755,0,2,2.0,-4,7,8.06225774829855,-17,12,20.808652046684813,-35,17,38.91015291668744,-51,10,51.97114584074513,-46,-3,46.09772228646444,-15,-6,16.15549442140351,-5,-7,8.602325267042627,12,2,12.165525060596439,32,8,32.984845004941285,10,7,12.206555615733702,-4,23,23.345235059857504,12,34,36.05551275463989,7,24,25.0,0,0,0.0,51,34,51.97114584074513
2,-1,1,1.4142135623730951,0,1,1.0,2,1,2.23606797749979,5,1,5.0990195135927845,8,-2,8.246211251235321,7,-5,8.602325267042627,-1,-1,1.4142135623730951,-8,1,8.06225774829855,-6,3,6.708203932499369,7,6,9.219544457292887,19,11,21.95449840010015,24,11,26.40075756488817,12,7,13.892443989449804,-10,4,10.770329614269007,-24,-1,24.020824298928627,-18,-2,18.110770276274835,2,-1,2.23606797749979,29,8,30.083217912982647,34,11,35.73513677041127,21,8,22.47220505424423,5,5,7.0710678118654755,-1,0,1.0,-8,-5,9.433981132056603,-11,-6,12.529964086141668,-9,-1,9.055385138137417,0,2,2.0,-4,6,7.211102550927978,-19,9,21.02379604162864,-34,13,36.40054944640259,-49,7,49.49747468305833,-40,-3,40.11234224026316,-11,-5,12.083045973594572,-5,-8,9.433981132056603,10,2,10.198039027185569,30,8,31.04834939252005,10,7,12.206555615733702,-4,19,19.4164878389476,11,30,31.953090617340916,8,21,22.47220505424423,0,0,1.0,49,30,49.49747468305833
2,-1,2,2.23606797749979,0,0,0.0,2,1,2.23606797749979,3,1,3.1622776601683795,7,-1,7.0710678118654755,7,-4,8.06225774829855,0,-1,1.0,-9,1,9.055385138137417,-5,3,5.830951894845301,7,5,8.602325267042627,16,8,17.88854381999832,24,9,25.632011235952593,1,0,1.0,-9,3,9.486832980505138,-23,-1,23.021728866442675,-16,-1,16.0312195418814,2,0,2.0,31,5,31.400636936215164,35,6,35.510561809129406,21,2,21.095023109728988,6,4,7.211102550927978,-1,4,4.123105625617661,-9,-2,9.219544457292887,-12,-3,12.36931687685298,-11,0,11.0,1,2,2.23606797749979,-5,6,7.810249675906654,-21,8,22.47220505424423,-38,12,39.84971769034255,-55,8,55.57877292636101,-45,-6,45.39823785126467,-14,-5,14.866068747318506,-6,-9,10.816653826391969,8,2,8.246211251235321,31,11,32.89376840679705,11,7,13.038404810405298,-3,16,16.278820596099706,14,25,28.653097563788805,9,18,20.12461179749811,0,0,0.0,55,25,55.57877292636101
2,0,1,1.0,0,1,1.0,2,0,2.0,4,1,4.123105625617661,9,-2,9.219544457292887,6,-5,7.810249675906654,-1,-2,2.23606797749979,-8,1,8.06225774829855,-5,4,6.4031242374328485,6,6,8.48528137423857,18,12,21.633307652783937,23,13,26.419689627245813,11,8,13.601470508735444,-10,3,10.44030650891055,-23,-1,23.021728866442675,-17,-3,17.26267650163207,2,-1,2.23606797749979,26,8,27.202941017470888,31,15,34.438350715445125,19,13,23.021728866442675,5,6,7.810249675906654,-1,-1,1.4142135623730951,-7,-9,11.40175425099138,-9,-9,12.727922061357855,-7,-3,7.615773105863909,1,2,2.23606797749979,-4,6,7.211102550927978,-14,9,16.64331697709324,-31,13,33.61547262794322,-41,8,41.773197148410844,-37,-3,37.12142238654117,-14,-6,15.231546211727817,-3,-6,6.708203932499369,11,2,11.180339887498949,28,8,29.120439557122072,9,6,10.816653826391969,-3,23,23.194827009486403,9,36,37.107950630558946,6,28,28.635642126552707,0,0,1.0,41,36,41.773197148410844
2,-1,1,1.4142135623730951,0,1,1.0,2,1,2.23606797749979,4,1,4.123105625617661,7,-1,7.0710678118654755,6,-4,7.211102550927978,0,-1,1.0,-9,1,9.055385138137417,-5,3,5.830951894845301,6,6,8.48528137423857,17,10,19.72308292331602,25,11,27.313000567495326,12,8,14.422205101855956,-10,3,10.44030650891055,-24,-2,24.08318915758459,-18,-2,18.110770276274835,2,-1,2.23606797749979,29,9,30.364452901377952,36,11,37.64306044943742,22,9,23.769728648009426,6,6,8.48528137423857,-2,0,2.0,-10,-4,10.770329614269007,-12,-7,13.892443989449804,-10,-2,10.198039027185569,0,2,2.0,-5,5,7.0710678118654755,-18,6,18.973665961010276,-33,10,34.48187929913333,-44,4,44.181444068749045,-34,-4,34.23448553724738,-13,-6,14.317821063276353,-5,-9,10.295630140987,8,2,8.246211251235321,27,10,28.792360097775937,9,7,11.40175425099138,-4,15,15.524174696260024,11,27,29.154759474226502,8,20,21.540659228538015,0,0,1.0,44,27,44.181444068749045
2,0,1,1.0,0,0,0.0,2,1,2.23606797749979,5,1,5.0990195135927845,9,-3,9.486832980505138,6,-5,7.810249675906654,-1,-2,2.23606797749979,-8,1,8.06225774829855,-5,4,6.4031242374328485,6,6,8.48528137423857,17,13,21.400934559032695,22,13,25.553864678361276,11,7,13.038404810405298,-10,3,10.44030650891055,-21,0,21.0,-16,-3,16.278820596099706,2,-1,2.23606797749979,25,6,25.709920264364882,29,14,32.202484376209235,16,10,18.867962264113206,4,6,7.211102550927978,1,0,1.0,-5,-9,10.295630140987,-6,-8,10.0,-6,-1,6.082762530298219,1,1,1.4142135623730951,-2,7,7.280109889280518,-13,13,18.384776310850235,-29,17,33.61547262794322,-43,14,45.221676218380054,-43,-2,43.04648650006177,-20,-7,21.18962010041709,-2,-4,4.47213595499958,11,2,11.180339887498949,6,2,6.324555320336759,9,6,10.816653826391969,-3,28,28.160255680657446,10,41,42.20189569201838,6,29,29.614185789921695,0,0,0.0,43,41,45.221676218380054
2,-1,1,1.4142135623730951,1,1,1.4142135623730951,2,1,2.23606797749979,4,1,4.123105625617661,8,-2,8.246211251235321,6,-5,7.810249675906654,-1,-2,2.23606797749979,-9,1,9.055385138137417,-5,4,6.4031242374328485,6,6,8.48528137423857,18,12,21.633307652783937,24,13,27.294688127912362,12,8,14.422205101855956,-10,3,10.44030650891055,-24,-1,24.020824298928627,-17,-4,17.46424919657298,1,-1,1.4142135623730951,27,10,28.792360097775937,33,15,36.24913792078372,20,13,23.853720883753127,5,7,8.602325267042627,-1,-2,2.23606797749979,-8,-9,12.041594578792296,-11,-9,14.212670403551895,-8,-3,8.54400374531753,0,2,2.0,-4,5,6.4031242374328485,-15,6,16.15549442140351,-29,11,31.016124838541646,-39,5,39.319206502675,-31,-2,31.064449134018133,-10,-5,11.180339887498949,-4,-8,8.94427190999916,10,2,10.198039027185569,26,7,26.92582403567252,8,7,10.63014581273465,-4,19,19.4164878389476,8,31,32.01562118716424,6,24,24.73863375370596,0,1,1.4142135623730951,39,31,39.319206502675
2,0,1,1.0,0,0,0.0,2,1,2.23606797749979,4,1,4.123105625617661,8,-2,8.246211251235321,6,-6,8.48528137423857,-2,-2,2.8284271247461903,-8,0,8.0,-5,4,6.4031242374328485,6,6,8.48528137423857,18,13,22.20360331117452,23,14,26.92582403567252,10,9,13.45362404707371,-10,3,10.44030650891055,-22,-3,22.20360331117452,-17,-4,17.46424919657298,2,-1,2.23606797749979,24,9,25.632011235952593,30,19,35.510561809129406,18,16,24.08318915758459,5,7,8.602325267042627,-1,-4,4.123105625617661,-7,-12,13.892443989449804,-9,-11,14.212670403551895,-6,-4,7.211102550927978,0,1,1.0,-2,5,5.385164807134504,-11,8,13.601470508735444,-26,12,28.635642126552707,-33,6,33.54101966249684,-32,-3,32.14031735997639,-13,-6,14.317821063276353,-1,-6,6.082762530298219,12,2,12.165525060596439,25,8,26.248809496813376,8,6,10.0,-3,23,23.194827009486403,8,37,37.8549864614954,5,29,29.427877939124322,0,0,0.0,33,37,37.8549864614954
2,0,1,1.0,0,0,0.0,1,0,1.0,4,1,4.123105625617661,8,-2,8.246211251235321,5,-6,7.810249675906654,-1,-2,2.23606797749979,-8,1,8.06225774829855,-4,4,5.656854249492381,5,6,7.810249675906654,18,13,22.20360331117452,0,0,0.0,10,9,13.45362404707371,-9,2,9.219544457292887,-22,-2,22.090722034374522,-15,-4,15.524174696260024,1,-1,1.4142135623730951,23,9,24.698178070456937,30,18,34.9857113690718,16,16,22.627416997969522,5,7,8.602325267042627,-1,-4,4.123105625617661,-6,-13,14.317821063276353,-7,-11,13.038404810405298,-6,-3,6.708203932499369,1,1,1.4142135623730951,-2,5,5.385164807134504,-10,10,14.142135623730951,-25,15,29.154759474226502,-35,8,35.90264614203248,-36,-4,36.22154055254967,-18,-7,19.313207915827967,-1,-4,4.123105625617661,13,3,13.341664064126334,25,6,25.709920264364882,9,6,10.816653826391969,-2,26,26.076809620810597,9,41,41.97618372363071,6,31,31.575306807693888,0,0,0.0,36,41,41.97618372363071
2,2,1,2.23606797749979,3,2,3.605551275463989,3,0,3.0,5,1,5.0990195135927845,6,-1,6.082762530298219,6,-3,6.708203932499369,5,-2,5.385164807134504,7,-6,9.219544457292887,9,-5,10.295630140987,9,-1,9.055385138137417,9,3,9.486832980505138,13,4,13.601470508735444,12,2,12.165525060596439,12,-2,12.165525060596439,9,-6,10.816653826391969,7,-6,9.219544457292887,9,-4,9.848857801796104,5,0,5.0,1,1,1.4142135623730951,2,2,2.8284271247461903,0,0,0.0,-9,4,9.848857801796104,-12,0,12.0,-15,0,15.0,-18,3,18.24828759089466,-21,4,21.37755832643195,-24,0,24.0,-19,-3,19.235384061671343,-14,-1,14.035668847618199,-19,2,19.1049731745428,-21,-6,21.840329667841555,-26,-8,27.202941017470888,-25,-8,26.248809496813376,-18,5,18.681541692269406,-16,14,21.2602916254693,-27,-2,27.073972741361768,-36,-21,41.677331968349414,-30,-6,30.59411708155671,-38,1,38.01315561749642,0,0,0.0,38,21,41.677331968349414
2,0,1,1.0,0,0,0.0,1,0,1.0,4,2,4.47213595499958,7,-3,7.615773105863909,5,-5,7.0710678118654755,-2,-4,4.47213595499958,-8,1,8.06225774829855,-5,3,5.830951894845301,5,6,7.810249675906654,18,13,22.20360331117452,22,14,26.076809620810597,10,9,13.45362404707371,-10,2,10.198039027185569,-22,-4,22.360679774997898,-16,-5,16.76305461424021,1,-1,1.4142135623730951,22,10,24.166091947189145,29,19,34.66987164671943,18,18,25.45584412271571,5,8,9.433981132056603,-3,-6,6.708203932499369,-7,-14,15.652475842498529,-8,-12,14.422205101855956,-5,-5,7.0710678118654755,0,1,1.0,-2,4,4.47213595499958,-7,7,9.899494936611665,-21,12,24.186773244895647,-30,6,30.59411708155671,-28,-4,28.284271247461902,-11,-6,12.529964086141668,1,-6,6.082762530298219,12,2,12.165525060596439,24,8,25.298221281347036,6,5,7.810249675906654,-1,22,22.02271554554524,8,37,37.8549864614954,5,30,30.4138126514911,0,0,0.0,30,37,37.8549864614954
2,-1,1,1.4142135623730951,0,1,1.0,2,1,2.23606797749979,4,1,4.123105625617661,7,-1,7.0710678118654755,5,-5,7.0710678118654755,-1,-1,1.4142135623730951,-9,1,9.055385138137417,-5,3,5.830951894845301,5,6,7.810249675906654,18,10,20.591260281974,23,12,25.942243542145693,12,8,14.422205101855956,-10,3,10.44030650891055,-23,-2,23.08679276123039,-18,-3,18.24828759089466,1,-1,1.4142135623730951,27,10,28.792360097775937,33,17,37.12142238654117,22,13,25.553864678361276,5,6,7.810249675906654,-2,-1,2.23606797749979,-10,-8,12.806248474865697,-12,-9,15.0,-8,-4,8.94427190999916,0,2,2.0,-3,4,5.0,-16,5,16.76305461424021,-27,8,28.160255680657446,-35,3,35.12833614050059,-28,-3,28.160255680657446,-10,-6,11.661903789690601,-5,-9,10.295630140987,8,2,8.246211251235321,23,8,24.351591323771842,7,6,9.219544457292887,-5,15,15.811388300841896,8,26,27.202941017470888,6,22,22.80350850198276,0,1,1.0,35,26,37.12142238654117
